DATETIME,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,day_of_week,month,is_weekend,hour,minute,settlement_period,lag_1,lag_48,rolling_mean_7d,wind_ratio,solar_ratio
2024-08-04 14:30:00,27168,28175,24634,1921,6562,4295,17223,0,7,302,1005,992,481,-115,-385,747,1399,997,3,0,6,8,1,14,30,30,24507.0,18264.0,22741.035714285714,0.0779816513761468,0.1743525209060648
2024-08-04 15:00:00,27516,28541,24905,1878,6562,3508,17223,0,7,258,1005,992,-105,-137,-276,679,1399,997,245,0,6,8,1,15,0,31,24634.0,18851.0,22751.145833333332,0.07540654487050794,0.14085524994980927
2024-08-04 15:30:00,28202,29355,25501,1834,6562,2953,17223,0,6,193,1005,992,-124,-192,-331,674,1398,997,260,0,6,8,1,15,30,32,24905.0,19590.0,22762.050595238095,0.07191874828438101,0.11579938041645425
2024-08-04 16:00:00,29008,30937,26164,1784,6562,2530,17223,0,6,390,1005,992,-651,-174,-281,710,1398,997,-317,0,6,8,1,16,0,33,25501.0,20547.0,22772.199404761905,0.0681852927686898,0.09669775263721143
2024-08-04 16:30:00,30063,32048,27084,1734,6562,1815,17223,0,9,114,1005,992,-705,-220,-174,712,1398,997,-377,0,6,8,1,16,30,34,26164.0,21991.0,22782.178571428572,0.0640230394328755,0.06701373504652193
2024-08-04 17:00:00,30771,33021,27715,1658,6562,1162,17223,0,7,-64,1005,992,-878,-86,-77,668,1398,997,-702,0,6,8,1,17,0,35,27084.0,23105.0,22789.73511904762,0.05982320043297853,0.04192675446509111
2024-08-04 17:30:00,31579,33752,28516,1582,6562,751,17223,0,6,-21,1005,992,-898,-35,-1,660,1398,997,-733,0,6,8,1,17,30,36,27715.0,24181.0,22796.839285714286,0.05547762659559546,0.02633609201851592
2024-08-04 18:00:00,32170,34323,29173,1520,6562,543,17223,0,6,70,1006,992,-895,63,17,-19,1398,997,-733,0,6,8,1,18,0,37,28516.0,24704.0,22803.928571428572,0.052102971926096045,0.01861310115517773
2024-08-04 18:30:00,32159,34368,29283,1458,6562,211,17223,0,6,-41,1006,992,-895,182,94,-75,1398,998,-733,0,6,8,1,18,30,38,29173.0,24927.0,22810.157738095237,0.04978998053478127,0.007205545879862036
2024-08-04 19:00:00,32289,34269,29424,1471,6562,56,17223,0,5,-183,1006,992,-742,235,107,335,1398,998,-733,0,6,8,1,19,0,39,29283.0,25076.0,22815.83035714286,0.049993202827623706,0.0019032082653616096
2024-08-04 19:30:00,32048,34008,29167,1483,6562,2,17223,0,4,-161,1006,992,-723,250,217,366,1398,997,-733,0,6,8,1,19,30,40,29424.0,24829.0,22819.71130952381,0.050845133198477735,6.857064490691535e-05
2024-08-04 20:00:00,31527,33227,28579,1511,6562,0,17223,0,10,-417,1004,992,-522,247,28,902,1398,997,-668,0,6,8,1,20,0,41,29167.0,24945.0,22820.88988095238,0.05287098918786522,0.0
2024-08-04 20:30:00,30316,31966,27392,1538,6562,0,17223,0,7,-716,1004,992,-504,250,42,942,1398,997,-639,0,6,8,1,20,30,42,28579.0,24694.0,22820.095238095237,0.05614778037383177,0.0
2024-08-04 21:00:00,29499,30005,26696,1533,6562,0,17223,0,6,-814,1005,992,86,250,1,827,1399,997,280,0,6,8,1,21,0,43,27392.0,23783.0,22819.383928571428,0.05742433323344321,0.0
2024-08-04 21:30:00,28233,28740,25531,1527,6562,0,17223,0,7,-920,1005,992,103,250,0,818,1399,997,376,0,6,8,1,21,30,44,26696.0,22778.0,22818.059523809523,0.05980964317888058,0.0
2024-08-04 22:00:00,26540,27047,24028,1507,6562,0,17223,0,7,-1015,1005,992,103,254,0,428,1399,997,562,0,6,8,1,22,0,45,25531.0,21889.0,22816.002976190477,0.06271849508906276,0.0
2024-08-04 22:30:00,25273,25780,22904,1486,6562,0,17223,0,7,-958,1005,992,103,185,0,399,1399,997,576,0,6,8,1,22,30,46,24028.0,20971.0,22814.60119047619,0.06487949703108627,0.0
2024-08-04 23:00:00,23885,24392,21660,1533,6562,0,17223,0,7,-687,1005,992,169,204,0,754,1399,997,308,0,6,8,1,23,0,47,22904.0,19970.0,22814.22619047619,0.07077562326869806,0.0
2024-08-04 23:30:00,22830,23337,20676,1580,6562,0,17223,0,7,-517,1004,992,175,348,0,779,1399,996,276,0,6,8,1,23,30,48,21660.0,19166.0,22813.925595238095,0.07641710195395628,0.0
2024-09-04 00:00:00,21944,22759,19910,1508,6562,0,17223,0,5,-327,1005,992,-266,304,0,620,1399,997,-44,0,2,9,0,0,0,1,20676.0,18395.0,22813.0625,0.07574083375188348,0.0
2024-09-04 00:30:00,21519,22412,19467,1436,6562,0,17226,0,7,-337,1005,992,-309,307,0,608,1394,996,-77,0,2,9,0,0,30,2,19910.0,18346.0,22812.348214285714,0.07376586017362717,0.0
2024-09-04 01:00:00,21417,22283,19389,1552,6562,0,17226,0,6,-340,975,992,-8,396,63,563,1308,996,-352,0,2,9,0,1,0,3,19467.0,18538.0,22810.375,0.08004538655938935,0.0
2024-09-04 01:30:00,21608,22523,19619,1668,6562,0,17226,0,35,-318,973,992,0,400,149,559,1273,997,-380,0,2,9,0,1,30,4,19389.0,18857.0,22807.708333333332,0.08501962383403844,0.0
2024-09-04 02:00:00,21288,22328,19357,1811,6562,0,17226,0,65,-235,959,992,-95,400,153,24,902,996,-380,0,2,9,0,2,0,5,19619.0,18680.0,22805.08035714286,0.0935578860360593,0.0
2024-09-04 02:30:00,20966,22189,19024,1954,6562,0,17226,0,224,-186,955,988,-107,400,153,-17,824,997,-375,0,2,9,0,2,30,6,19357.0,18126.0,22802.886904761905,0.10271236333052985,0.0
2024-09-04 03:00:00,20424,21988,18531,2117,6562,0,17226,0,162,-117,770,709,-870,400,153,68,453,997,-32,0,2,9,0,3,0,7,19024.0,17820.0,22800.443452380954,0.11424100156494522,0.0
2024-09-04 03:30:00,20333,21930,18425,2279,6562,0,17226,0,134,-90,753,682,-963,400,153,74,375,997,0,0,2,9,0,3,30,8,18531.0,17774.0,22798.083333333332,0.12369063772048847,0.0
2024-09-04 04:00:00,19937,21996,18184,2417,6562,0,17226,0,488,385,682,637,-1012,400,153,-59,0,997,0,0,2,9,0,4,0,9,18425.0,17991.0,22795.35119047619,0.13291904971403432,0.0
2024-09-04 04:30:00,20013,22326,18311,2555,6562,0,17226,0,679,653,677,633,-1014,400,153,-69,-51,997,0,0,2,9,0,4,30,10,18184.0,17918.0,22793.059523809523,0.13953361367484027,0.0
2024-09-04 05:00:00,20285,22964,18622,2645,6562,0,17226,0,675,942,819,674,-1015,400,153,-489,37,997,0,0,2,9,0,5,0,11,18311.0,18337.0,22790.657738095237,0.1420363011491784,0.0
2024-09-04 05:30:00,20887,23494,19236,2734,6562,0,17226,0,587,935,827,679,-1016,400,154,-504,73,997,0,0,2,9,0,5,30,12,18622.0,18901.0,22788.75,0.14212934081929715,0.0
2024-09-04 06:00:00,22829,25000,21030,2817,6562,0,17226,0,655,1199,715,786,-1016,400,190,395,444,997,0,0,2,9,0,6,0,13,19236.0,20892.0,22785.75,0.13395149786019972,0.0
2024-09-04 06:30:00,24440,26275,22594,2900,6562,29,17226,0,323,1762,705,799,-1012,400,266,476,523,997,0,0,2,9,0,6,30,14,21030.0,22426.0,22783.229166666668,0.12835265999822962,0.0012835265999822962
2024-09-04 07:00:00,26917,28167,24891,2996,6562,200,17226,0,349,2535,981,975,-401,341,30,963,894,996,0,0,2,9,0,7,0,15,22594.0,24389.0,22781.464285714286,0.12036479048652124,0.008035032742758427
2024-09-04 07:30:00,27825,28820,25868,3091,6562,489,17226,0,149,3097,1003,991,-346,194,0,999,971,996,0,0,2,9,0,7,30,16,24891.0,25405.0,22779.03869047619,0.11949126333694139,0.018903664759548477
2024-09-04 08:00:00,29125,29636,27025,3231,6562,893,17226,0,11,2761,1004,991,684,48,0,999,1342,996,0,0,2,9,0,8,0,17,25868.0,26418.0,22777.425595238095,0.11955596669750232,0.03304347826086956
2024-09-04 08:30:00,30031,30554,27701,3370,6562,1416,17226,0,7,2776,1003,991,885,-16,0,999,1397,997,0,0,2,9,0,8,30,18,27025.0,26472.0,22776.800595238095,0.12165625789682682,0.05111728818454207
2024-09-04 09:00:00,30359,30994,28010,3517,6562,1996,17226,0,7,2956,1004,992,922,-128,0,999,1397,996,0,0,2,9,0,9,0,19,27701.0,26636.0,22777.494047619046,0.1255622991788647,0.07126026419136022
2024-09-04 09:30:00,30038,30625,27705,3663,6562,2878,17226,0,7,2967,1004,992,922,-80,0,999,1397,997,0,0,2,9,0,9,30,20,28010.0,26622.0,22779.20535714286,0.13221440173253926,0.10388016603501173
2024-09-04 10:00:00,29460,30156,27129,3805,6562,2842,17226,0,3,2821,1004,991,602,-193,0,999,1396,997,0,0,2,9,0,10,0,21,27705.0,26815.0,22781.89880952381,0.14025581481071916,0.10475874525415607
2024-09-04 10:30:00,29219,29942,26897,3947,6562,3145,17226,0,6,2922,1004,991,598,-217,0,999,1389,997,0,0,2,9,0,10,30,22,27129.0,26297.0,22786.193452380954,0.1467449901476001,0.11692753838718073
2024-09-04 11:00:00,28938,29635,26744,4198,6562,3578,17226,0,6,3035,1004,987,455,-191,0,994,1260,996,0,0,2,9,0,11,0,23,26897.0,25547.0,22790.809523809523,0.15696978761591385,0.13378701764881842
2024-09-04 11:30:00,28794,29571,26623,4448,6562,4105,17226,0,6,3275,1004,987,440,-271,0,993,1217,997,0,0,2,9,0,11,30,24,26744.0,25159.0,22795.52380952381,0.16707358299214964,0.1541899861022424
2024-09-04 12:00:00,28742,29720,26525,4637,6562,4091,17226,0,6,3434,954,991,887,-415,-57,855,847,996,0,0,2,9,0,12,0,25,26623.0,25069.0,22799.279761904763,0.1748162111215834,0.15423185673892553
2024-09-04 12:30:00,28203,29234,26026,4826,6562,4399,17226,0,8,3594,947,991,917,-451,-72,846,769,996,0,0,2,9,0,12,30,26,26525.0,24659.0,22801.011904761905,0.1854299546607239,0.1690232844078998
2024-09-04 13:00:00,27568,28696,25545,4951,6562,4616,17226,0,16,3685,762,980,263,-412,-200,812,398,997,0,0,2,9,0,13,0,27,26026.0,24137.0,22800.845238095237,0.19381483656292817,0.1807007242121746
2024-09-04 13:30:00,26837,28466,24853,5076,6562,4842,17226,0,419,3597,746,979,207,-451,-259,809,320,998,0,0,2,9,0,13,30,28,25545.0,24194.0,22798.214285714286,0.2042409367078421,0.19482557437733874
2024-09-04 14:00:00,26231,28430,24307,5100,6562,5108,17226,0,118,3535,893,991,-664,-452,-413,670,-52,997,0,0,2,9,0,14,0,29,24853.0,24507.0,22793.4375,0.20981610235734563,0.21014522565516106
2024-09-04 14:30:00,25979,28821,24152,5124,6562,5181,17226,0,381,3684,906,991,-855,-452,-530,660,-124,996,0,0,2,9,0,14,30,30,24307.0,24634.0,22788.401785714286,0.21215634315998674,0.2145163961576681
2024-09-04 15:00:00,25752,29201,23961,5148,6562,4908,17226,0,609,3860,996,992,-988,-452,-531,976,-369,996,0,0,2,9,0,15,0,31,24152.0,24905.0,22781.973214285714,0.21484912983598348,0.20483285338675347
2024-09-04 15:30:00,25972,29445,24122,5171,6562,4335,17226,0,607,4065,1003,990,-1002,-451,-531,999,-382,996,0,0,2,9,0,15,30,32,23961.0,25501.0,22773.997023809523,0.21436862615040211,0.17971146671088634
2024-09-04 16:00:00,26580,29350,24565,5142,6562,4127,17226,0,365,4196,934,895,-916,-451,-531,828,-7,997,0,0,2,9,0,16,0,33,24122.0,26164.0,22764.559523809523,0.209322206391207,0.1680032566659882
2024-09-04 16:30:00,27397,29892,25192,5113,6562,3896,17226,0,118,4441,929,888,-894,-452,-531,816,73,997,0,0,2,9,0,16,30,34,24565.0,27084.0,22754.556547619046,0.20296125754207686,0.1546522705620832
2024-09-04 17:00:00,28284,30169,26159,5059,6562,3253,17226,0,10,4551,998,983,-498,-452,-425,717,444,996,0,0,2,9,0,17,0,35,25192.0,27715.0,22744.354166666668,0.19339424289919338,0.12435490653312435
2024-09-04 17:30:00,29209,30904,27042,5004,6562,2654,17226,0,3,4430,1003,991,-492,-451,-249,710,523,996,0,0,2,9,0,17,30,36,26159.0,28516.0,22734.785714285714,0.18504548480142002,0.09814362842984986
2024-09-04 18:00:00,29862,31396,27713,4798,6562,1821,17226,0,2,4451,1004,992,-260,-452,-320,667,892,997,0,0,2,9,0,18,0,37,27042.0,29173.0,22725.645833333332,0.17313174322520117,0.06570923393353299
2024-09-04 18:30:00,30367,32065,28251,4591,6562,1149,17226,0,3,4526,1004,992,-256,-452,-487,663,970,996,0,0,2,9,0,18,30,38,27713.0,29283.0,22717.76488095238,0.16250752185763337,0.04067112668578103
2024-09-04 19:00:00,31081,32563,29017,4318,6562,443,17226,0,0,4391,1004,991,318,-451,-531,516,1342,997,0,0,2,9,0,19,0,39,28251.0,29424.0,22711.98214285714,0.14880931867525934,0.015266912499569218
2024-09-04 19:30:00,31330,32814,29264,4045,6562,36,17226,0,1,4272,1004,992,376,-452,-531,506,1397,997,0,0,2,9,0,19,30,40,29017.0,29167.0,22707.946428571428,0.1382244395844724,0.0012301804264625478
2024-09-04 20:00:00,30958,32443,28775,3828,6562,0,17226,0,2,3917,1003,992,343,-452,-531,984,1397,996,0,0,2,9,0,20,0,41,29264.0,28579.0,22704.175595238095,0.13303214596003476,0.0
2024-09-04 20:30:00,30464,31950,28200,3611,6562,0,17226,0,3,3587,1003,992,359,-452,-531,1019,1397,997,0,0,2,9,0,20,30,42,28775.0,27392.0,22700.848214285714,0.1280496453900709,0.0
2024-09-04 21:00:00,29556,31041,27302,3406,6562,0,17226,0,2,2953,1003,992,806,-452,-531,1001,1397,996,0,0,2,9,0,21,0,43,28200.0,26696.0,22698.279761904763,0.12475276536517471,0.0
2024-09-04 21:30:00,28173,29662,26048,3200,6562,0,17226,0,6,2904,1000,991,809,-452,-531,999,1373,996,0,0,2,9,0,21,30,44,27302.0,25531.0,22696.04464285714,0.12285012285012285,0.0
2024-09-04 22:00:00,26856,28340,24846,3013,6562,0,17226,0,2,2755,886,984,334,-451,-531,561,1003,996,0,0,2,9,0,22,0,45,26048.0,24028.0,22694.70535714286,0.12126700474925542,0.0
2024-09-04 22:30:00,25925,27415,24043,2826,6562,0,17226,0,7,2737,863,983,296,-452,-531,518,925,994,0,0,2,9,0,22,30,46,24846.0,22904.0,22695.866071428572,0.11753940855966394,0.0
2024-09-04 23:00:00,24273,26061,22514,2656,6562,0,17226,0,6,2542,282,910,389,-452,-531,-299,554,862,0,0,2,9,0,23,0,47,24043.0,21660.0,22698.214285714286,0.11797104024162743,0.0
2024-09-04 23:30:00,23767,25629,21891,2486,6562,0,17226,0,10,2440,226,901,397,-451,-531,-370,476,851,0,0,2,9,0,23,30,48,22514.0,20676.0,22701.08630952381,0.1135626513178932,0.0
2024-10-04 00:00:00,23402,25710,21492,2280,6562,0,17226,0,109,2445,171,779,732,-451,-531,-717,105,935,0,0,4,10,0,0,0,1,21891.0,19910.0,22705.410714285714,0.10608598548297041,0.0
2024-10-04 00:30:00,23004,25355,21079,2073,6562,0,17229,0,126,2482,172,769,739,-452,-531,-742,27,944,0,0,4,10,0,0,30,2,21492.0,19467.0,22709.5625,0.09834432373452251,0.0
2024-10-04 01:00:00,22733,25042,20823,1961,6562,0,17229,0,126,2460,363,890,888,-452,-531,-384,-316,989,0,0,4,10,0,1,0,3,21079.0,19389.0,22713.193452380954,0.09417471065648561,0.0
2024-10-04 01:30:00,22919,25227,21022,1849,6562,0,17229,0,124,2419,369,902,902,-452,-531,-356,-345,993,0,0,4,10,0,1,30,4,20823.0,19619.0,22716.26785714286,0.08795547521643993,0.0
2024-10-04 02:00:00,23004,24614,21044,1744,6562,0,17229,0,127,2093,851,970,691,-451,-531,268,-1,996,0,0,4,10,0,2,0,5,21022.0,19357.0,22720.22619047619,0.08287397833111576,0.0
2024-10-04 02:30:00,22564,24177,20626,1639,6562,0,17229,0,130,1911,945,975,688,-452,-531,316,73,997,0,0,4,10,0,2,30,6,21044.0,19024.0,22722.95238095238,0.07946281392417337,0.0
2024-10-04 03:00:00,22257,23712,20235,1566,6562,0,17229,0,86,1653,864,929,341,-451,-418,421,444,997,0,0,4,10,0,3,0,7,20626.0,18531.0,22726.282738095237,0.07739065974796146,0.0
2024-10-04 03:30:00,21748,23187,19861,1493,6562,0,17229,0,204,1515,857,926,312,-432,-303,428,523,997,0,0,4,10,0,3,30,8,20235.0,18425.0,22728.907738095237,0.0751724485171945,0.0
2024-10-04 04:00:00,21508,23214,19615,1498,6562,0,17229,0,606,1701,994,986,-243,-300,-57,389,894,997,0,0,4,10,0,4,0,9,19861.0,18184.0,22730.613095238095,0.07637012490440989,0.0
2024-10-04 04:30:00,21422,22653,19514,1502,6562,0,17229,0,174,1510,1006,992,-289,-149,-119,386,972,997,0,0,4,10,0,4,30,10,19615.0,18311.0,22732.21130952381,0.07697038023982782,0.0
2024-10-04 05:00:00,21962,23428,20006,1521,6562,0,17229,0,9,1707,1006,992,-957,3,106,198,1343,998,0,0,4,10,0,5,0,11,19514.0,18622.0,22733.845238095237,0.07602719184244727,0.0
2024-10-04 05:30:00,22855,24377,20821,1540,6562,0,17229,0,7,2332,1003,987,-1015,151,25,184,1398,993,0,0,4,10,0,5,30,12,20006.0,19236.0,22736.872023809523,0.0739637865616445,0.0
2024-10-04 06:00:00,24531,25881,22411,1595,6562,1,17229,0,7,2650,585,672,-843,278,39,195,1397,741,0,0,4,10,0,6,0,13,20821.0,21030.0,22740.095238095237,0.0711704073892285,4.462094507161662e-05
2024-10-04 06:30:00,25817,27149,23603,1649,6562,197,17229,0,3,2476,550,641,-829,184,103,196,1397,721,0,0,4,10,0,6,30,14,22411.0,22594.0,22742.931547619046,0.06986400033893997,0.008346396644494344
2024-10-04 07:00:00,27570,28484,25099,1722,6562,671,17229,0,2,2546,744,579,-412,40,1,670,1397,860,0,0,4,10,0,7,0,15,23603.0,24891.0,22745.157738095237,0.06860831108809116,0.02673413283397745
2024-10-04 07:30:00,28872,29745,26347,1795,6562,1351,17229,0,1,2776,759,579,-333,-39,0,705,1397,874,0,0,4,10,0,7,30,16,25099.0,25868.0,22748.041666666668,0.06812919877025847,0.051277185258283675
2024-10-04 08:00:00,30406,31135,27597,1979,6562,2235,17229,0,2,2785,987,957,755,-185,-42,974,1397,988,0,0,4,10,0,8,0,17,26347.0,27025.0,22750.002976190477,0.07171069319128891,0.08098706381128383
2024-10-04 08:30:00,30433,31252,27566,2162,6562,3099,17229,0,4,2731,1004,991,1003,-314,-1,993,1397,997,0,0,4,10,0,8,30,18,27597.0,27701.0,22751.318452380954,0.07842994993832983,0.11242109845461801
2024-10-04 09:00:00,30611,31365,27772,2412,6562,3697,17229,0,5,3158,1004,991,1003,-249,0,999,1397,997,0,0,4,10,0,9,0,19,27566.0,28010.0,22751.565476190477,0.0868500648134812,0.13311968889529022
2024-10-04 09:30:00,30393,31285,27618,2662,6562,4108,17229,0,6,3068,1003,991,1003,-349,-37,999,1397,996,0,0,4,10,0,9,30,20,27772.0,27705.0,22750.916666666668,0.09638641465710768,0.14874357303208052
2024-10-04 10:00:00,29688,30926,26866,2921,6562,4296,17229,0,6,3022,1003,992,1003,-449,-283,999,1397,996,0,0,4,10,0,10,0,21,27618.0,27129.0,22748.431547619046,0.10872478225266136,0.15990471227573885
2024-10-04 10:30:00,29315,30573,26629,3180,6562,4441,17229,0,5,3331,1003,991,1003,-451,-302,999,1397,996,0,0,4,10,0,10,30,22,26866.0,26897.0,22745.741071428572,0.11941867888392355,0.16677306695707686
2024-10-04 11:00:00,29412,30463,26863,3379,6562,4215,17229,0,4,3771,1003,992,1004,-451,-96,999,1397,996,0,0,4,10,0,11,0,23,26629.0,26744.0,22744.833333333332,0.1257863976473216,0.15690727022298329
2024-10-04 11:30:00,29708,30669,27200,3577,6562,3889,17229,0,10,4071,1003,991,1003,-451,0,999,1397,995,0,0,4,10,0,11,30,24,26863.0,26623.0,22745.04761904762,0.13150735294117646,0.14297794117647059
2024-10-04 12:00:00,29990,30914,27532,3721,6562,3398,17229,0,11,4262,1003,992,1003,-398,-15,1000,1397,996,0,0,4,10,0,12,0,25,27200.0,26525.0,22745.473214285714,0.13515182333284906,0.12342002033996803
2024-10-04 12:30:00,30122,31205,27778,3864,6562,3206,17229,0,11,4462,1003,991,1004,-375,-197,999,1396,996,0,0,4,10,0,12,30,26,27532.0,26026.0,22747.723214285714,0.13910288717690258,0.11541507667938657
2024-10-04 13:00:00,30210,31245,27882,3986,6562,3031,17229,0,11,4382,1003,992,1002,-450,-74,999,1397,996,0,0,4,10,0,13,0,27,27778.0,25545.0,22751.76785714286,0.14295961552255937,0.10870812710709418
2024-10-04 13:30:00,29893,30929,27669,4108,6562,2982,17229,0,11,4253,1003,991,1002,-451,-74,999,1396,996,0,0,4,10,0,13,30,28,27882.0,24853.0,22756.72619047619,0.1484694061946583,0.1077740431529871
2024-10-04 14:00:00,29972,31197,27739,4172,6562,2782,17229,0,9,4136,984,991,1002,-375,-341,999,1395,996,0,0,4,10,0,14,0,29,27669.0,24307.0,22762.869047619046,0.15040196113774829,0.10029200764266917
2024-10-04 14:30:00,30085,31410,27896,4236,6562,2128,17229,0,11,4042,983,991,1003,-357,-457,999,1371,996,0,0,4,10,0,14,30,30,27739.0,24152.0,22769.098214285714,0.15184972755950674,0.07628333811299111
2024-10-04 15:00:00,30022,31218,27838,4262,6562,1871,17229,0,11,4012,1001,992,913,-355,-330,999,1002,996,0,0,4,10,0,15,0,31,27896.0,23961.0,22775.693452380954,0.15310007902866585,0.06721028809540916
2024-10-04 15:30:00,30068,31295,27936,4288,6562,1621,17229,0,11,3980,1003,992,826,-381,-335,999,971,996,0,0,4,10,0,15,30,32,27838.0,24122.0,22781.806547619046,0.15349369988545247,0.05802548682703322
2024-10-04 16:00:00,30302,31246,28149,4272,6562,1278,17229,0,10,4247,1003,992,-122,-251,-61,1007,1342,996,0,0,4,10,0,16,0,33,27936.0,24565.0,22786.869047619046,0.15176382819993606,0.0454012575935202
2024-10-04 16:30:00,30674,31543,28479,4255,6562,1089,17229,0,10,4277,1003,992,-145,-213,-1,1007,1397,996,0,0,4,10,0,16,30,34,28149.0,25192.0,22791.26785714286,0.14940833596685277,0.038238702201622246
2024-10-04 17:00:00,31365,32634,29154,4247,6562,882,17229,0,5,4757,1003,992,-626,-138,0,1018,1397,996,0,0,4,10,0,17,0,35,28479.0,26159.0,22795.244047619046,0.14567469300953556,0.030253138505865404
2024-10-04 17:30:00,32083,33332,29851,4239,6562,628,17229,0,3,4503,1003,992,-664,-82,0,1009,1397,996,0,0,4,10,0,17,30,36,29154.0,27042.0,22799.339285714286,0.14200529295500988,0.021037821178519982
2024-10-04 18:00:00,32050,33523,29828,4234,6562,421,17229,0,5,4551,1004,992,-967,-1,0,209,1397,997,0,0,4,10,0,18,0,37,29851.0,27713.0,22801.58630952381,0.14194716373876895,0.014114255062357516
2024-10-04 18:30:00,31914,33447,29801,4229,6562,223,17229,0,5,4397,1004,992,-1013,-15,0,139,1397,997,0,0,4,10,0,18,30,38,29828.0,28251.0,22802.636904761905,0.14190798966477636,0.007482970370121808
2024-10-04 19:00:00,31755,33516,29711,4211,6562,62,17229,0,5,4330,1005,992,-921,-45,0,-290,1397,998,0,0,4,10,0,19,0,39,29801.0,29017.0,22801.45238095238,0.1417320184443472,0.002086769210056881
2024-10-04 19:30:00,31400,33194,29432,4193,6562,6,17229,0,5,4380,1005,992,-912,-56,0,-321,1374,997,0,0,4,10,0,19,30,40,29711.0,29264.0,22799.23214285714,0.1424639847784724,0.0002038597444957869
2024-10-04 20:00:00,31054,33017,29133,4202,6562,0,17229,0,4,4408,1005,991,-923,-70,0,-466,1006,998,0,0,4,10,0,20,0,41,29432.0,28775.0,22796.761904761905,0.1442350598977105,0.0
2024-10-04 20:30:00,30129,32253,28303,4211,6562,0,17229,0,5,4583,1004,992,-924,-219,0,-476,928,997,0,0,4,10,0,20,30,42,29133.0,28200.0,22794.136904761905,0.14878281454262798,0.0
2024-10-04 21:00:00,28867,31561,27189,4219,6562,0,17229,0,7,4672,867,992,-972,-326,0,-889,557,998,0,0,4,10,0,21,0,43,28303.0,27302.0,22791.270833333332,0.15517304792379272,0.0
2024-10-04 21:30:00,27162,29918,25659,4227,6562,0,17229,0,9,4712,851,984,-972,-356,0,-919,478,992,0,0,4,10,0,21,30,44,27189.0,26048.0,22787.261904761905,0.16473751899918157,0.0
2024-10-04 22:00:00,25226,28302,23969,4220,6562,0,17229,0,65,4936,399,502,-1014,-444,-49,-1004,109,637,0,0,4,10,0,22,0,45,25659.0,24846.0,22782.502976190477,0.17606074512912512,0.0
2024-10-04 22:30:00,23769,27327,22539,4212,6562,0,17229,0,501,4665,355,457,-1017,-450,-80,-1010,30,604,0,0,4,10,0,22,30,46,23969.0,24043.0,22777.217261904763,0.18687608145880474,0.0
2024-10-04 23:00:00,21815,25945,20760,4192,6562,0,17229,0,629,4307,128,476,-966,-450,-218,-1020,-347,557,0,0,4,10,0,23,0,47,22539.0,22514.0,22770.946428571428,0.20192678227360308,0.0
2024-10-04 23:30:00,21225,25342,20214,4172,6562,0,17229,0,343,4200,104,473,-965,-398,-487,-1021,-403,550,0,0,4,10,0,23,30,48,20760.0,21891.0,22766.0,0.2063916097754032,0.0
2024-11-04 00:00:00,20476,25125,19407,4107,6562,0,17229,0,694,4427,-193,135,-953,-370,-510,-1021,-408,391,0,0,0,11,0,0,0,1,20214.0,21492.0,22760.782738095237,0.2116246715102798,0.0
2024-11-04 00:30:00,20149,24835,19104,4042,6562,0,17232,0,688,4356,-244,104,-952,-370,-502,-1021,-409,378,0,0,0,11,0,0,30,2,19407.0,21079.0,22755.383928571428,0.2115787269681742,0.0
2024-11-04 01:00:00,20149,24478,19172,3965,6562,0,17232,0,549,4352,-130,119,-1012,-370,-455,-904,-409,378,0,0,0,11,0,1,0,3,19104.0,20823.0,22749.901785714286,0.2068120175255581,0.0
2024-11-04 01:30:00,20138,24652,19216,3887,6562,0,17232,0,692,4444,-118,124,-1001,-370,-530,-895,-408,377,0,0,0,11,0,1,30,4,19172.0,21022.0,22743.842261904763,0.20227935054121565,0.0
2024-11-04 02:00:00,20159,24296,19271,3765,6562,0,17232,0,686,4515,-64,370,-566,-370,-531,-1012,-408,332,0,0,0,11,0,2,0,5,19216.0,21044.0,22738.303571428572,0.19537128327538789,0.0
2024-11-04 02:30:00,20059,24058,19177,3643,6562,0,17232,0,545,4438,-63,391,-562,-370,-531,-1020,-408,328,0,0,0,11,0,2,30,6,19271.0,20626.0,22733.681547619046,0.18996714814621682,0.0
2024-11-04 03:00:00,19503,24029,18507,3539,6562,0,17232,0,685,4149,-360,272,-650,-370,-531,-1021,-409,327,0,0,0,11,0,3,0,7,19177.0,20235.0,22728.782738095237,0.19122494191387043,0.0
2024-11-04 03:30:00,19432,23985,18439,3435,6562,0,17232,0,685,4373,-382,258,-656,-370,-531,-1021,-408,327,0,0,0,11,0,3,30,8,18507.0,19861.0,22724.651785714286,0.1862899289549325,0.0
2024-11-04 04:00:00,19284,23659,18353,3253,6562,0,17232,0,690,4521,-43,118,-858,-370,-531,-974,-409,370,0,0,0,11,0,4,0,9,18439.0,19615.0,22720.88988095238,0.1772462267749142,0.0
